IMO,MMSI,Vessel Name,Call Sign,Type,Length,Beam
9110509,412791000,FEI FENG SHAN,BRQI,Cargo,195,32
9592032,414585000,FEI JING,BOVZ9,Cargo,225,32
9435571,413177000,FEI MA ZUO,BPFL,Tanker,228,32
9610286,414689000,FEI PENG,BPDQ5,Cargo,229,32
9650470,414165000,FEI PU,BPAN2,Cargo,189,32
9621015,414045000,FEI RUN,BIAM6,Cargo,189,32
8909898,412502560,FEI YUE 1,BMVR,Passenger,36,9
9760328,413454950,FEN JIN YUN GANG,BLFC3,Cargo,n.a.,n.a.
9617569,413444790,FENG CHANG,BLFU2,Tanker,129,18
9097551,412750680,FENG FAN 17,BKXB4,Tanker,117,18
9626297,413444420,FENG FAN 27,BKWV5,Tanker,114,17
8903351,413359000,FENG GUANG HAI,BQCE,Dredger,225,32
9536090,413601000,FENG HAI 13,BYCD,Tanker,120,18
9537680,413602000,FENG HAI 15,BXZY,Tanker,120,18
9548988,413765000,FENG HAI 17,BYBJ,Tanker,120,18
9582582,413464980,FENG HAI 21,BYDR,Tanker,120,18
9594688,413466780,FENG HAI 23,BYFU,Tanker,120,18
9604574,413466410,FENG HAI 26,BYFZ,Tanker,112,17
9618422,413468760,FENG HAI 27,BYFX,Tanker,112,17
9650236,413471590,FENG HAI 29,BYIS,Tanker,112,17
9660815,413472650,FENG HAI 30,BYIH,Tanker,112,17
9639402,412477090,FENG HAI 33,BYJX,Tanker,176,27
8977053,413700830,FENG HAI 38,BVTA7,Cargo,59,8
8833673,413700050,FENG HAI 58,BVRL7,Cargo,53,9
9279903,413704470,FENG HAI 66,BQOK,Cargo,54,8
9864265,413707670,FENG HAI 68,BTKE2,Fishing,56,9
9901207,413235790,FENG HAI 69,BOHA5,Cargo,55,9
9901221,413244260,FENG HAI 76,BOJR8,Cargo,55,9
9901219,413235780,FENG HAI 96,BOHA4,Cargo,55,9
9750141,413283590,FENG HUA 21,BOQM8,Other Type,78,18
9576806,414715000,FENG HUANG FENG,BRPK,Cargo,225,32
9312614,413156000,FENG HUANG ZUO,BPFT,Tanker,228,32
9808819,412767510,FENG LONG 01,BRPB,Other Type,47,41
9936094,413265180,FENG PEI 161,n.a.,Tanker,n.a.,n.a.
9213143,414402390,FENG QI FA ZHAN,BTJE5,Cargo,189,32
9052850,412468610,FENG QIAN,BRSW,Other Type,116,20
9211860,412441640,FENG SHUN 12,BWUK,Cargo,79,13
9340049,413309020,FENG XIN 601,BOUJ7,Other Type,64,15
9937921,413313180,FENG YI 3,BOUU8,Tanker,100,18
9030694,413476220,FENG ZE 16,BVEF5,Cargo,81,15
9548079,413356810,FENGGANG 2,BTHA6,Tug,28,10
9517771,413359580,FENGGANG 3,BHUT2,Tug,32,12
9111981,413360910,FENGGANG 6,BHTB2,Tug,32,10
9209192,413784000,FENGHAI,BQAU,Cargo,187,31
8723610,413445130,FLOURISH,3FZP5,Cargo,215,31
9063251,412442880,FU AN CHENG,BVIE,Cargo,173,25
9576325,413301680,FU CHENG,BFBD,Cargo,96,16
9565807,413964000,FU CHENG SHAN,BODZ9,Cargo,178,27
9611644,414720000,FU CHI,BPGE,Tanker,184,32
9803168,413702740,FU CHUAN SAN XIA,BVZT7,Unspecified,119,41
9169598,413471680,FU DA 302,BYJY,Cargo,113,16
8662684,413474180,FU DA 316,BLTO2,Tanker,88,14
9657686,413472260,FU DA 368,BYJJ,Tanker,99,15
9212931,412521070,Fu Feng 6,BJYQ,Cargo,93,16
9613666,414500000,FU HAI HONG,BOOE9,Cargo,187,32
9973298,413395340,FU HAI SHENG,BPCS7,Cargo,141,28
8671752,414352440,FU HANG SHUN,BYDS,Cargo,n.a.,n.a.
8695100,413447070,FU JIE 1,BKOM6,Tanker,96,15
9972139,413313480,FU JIE 128,BOWV9,Tanker,n.a.,n.a.
9990636,413390240,FU JIE 168,n.a.,Tanker,n.a.,n.a.
9550735,413300930,FU LONG,BFBE,Cargo,96,16
9641041,413377010,FU LONG 01 HAO,BIAT6,Tanker,109,18
9556806,413503290,FU MAO 8,BTBH2,Cargo,98,15
9523184,413196000,FU RONG FENG,BRPF,Cargo,225,32
9136747,413276070,FU RONG YUAN,BOEA,Tanker,99,16
9102045,413894000,Fu Xing 11,BLWD,Cargo,189,32
9102057,413937000,FU XING 17,BLJE,Cargo,189,32
9465617,414033000,FU XING 21,BLWC,Cargo,189,32
9567520,414074000,FU XING 22,BLWB,Cargo,189,32
8687701,412440236,FU YUAN YU 020,BZU4D,Fishing,n.a.,n.a.
8687725,412440238,FU YUAN YU 022,n.a.,Fishing,n.a.,n.a.
9861108,412440654,FU YUAN YU 196,BZU7S,Fishing,n.a.,n.a.
9861134,412440655,FU YUAN YU 197,BZU8S,Fishing,n.a.,n.a.
8776277,412440384,FU YUAN YU 198,BZU1M,Fishing,n.a.,n.a.
8776801,412440513,FU YUAN YU 199,BVTG7,Fishing,2,2
8786739,412440512,FU YUAN YU 690,BVKF8,Fishing,n.a.,n.a.
8786741,412440511,FU YUAN YU 691,BVKG8,Fishing,n.a.,n.a.
9829265,412440563,FU YUAN YU 7001,BVXX7,Fishing,60,9
9829277,412440564,FU YUAN YU 7002,BVXY7,Fishing,60,9
9931006,412440807,FU YUAN YU 7007,BZU1D,Fishing,74,12
9930997,412440808,FU YUAN YU 7008,BZU2D,Fishing,74,12
9930868,412440809,FU YUAN YU 7009,n.a.,Fishing,74,12
9930870,412440811,FU YUAN YU 7010,n.a.,Fishing,74,12
9930882,412440812,FU YUAN YU 7011,BZU5D,Fishing,74,12
9930894,412440813,FU YUAN YU 7012,BZU6D,Fishing,74,12
9891476,412440727,FU YUAN YU 7601,BZU1T,Fishing,n.a.,n.a.
9891488,412440728,FU YUAN YU 7602,BZU2T,Fishing,n.a.,n.a.
9891490,412440729,FU YUAN YU 7603,BZU3T,Fishing,n.a.,n.a.
9891505,412440731,FU YUAN YU 7604,BZU4T,Fishing,n.a.,n.a.
9891608,412440732,FU YUAN YU 7605,BZU5T,Fishing,n.a.,n.a.
9891610,412440733,FU YUAN YU 7606,BZU6T,Fishing,n.a.,n.a.
9896294,412440734,FU YUAN YU 7611,BZU7T,Fishing,n.a.,n.a.
9896309,412440735,FU YUAN YU 7612,BZU8T,Fishing,n.a.,n.a.
9896323,412440736,FU YUAN YU 7613,BZU9T,Fishing,n.a.,n.a.
9896335,412440737,FU YUAN YU 7614,BZU1U,Fishing,n.a.,n.a.
9896347,412440738,FU YUAN YU 7615,BZU2U,Fishing,n.a.,n.a.
9896361,412440739,FU YUAN YU 7616,BZU3U,Fishing,n.a.,n.a.
9896373,412440741,FU YUAN YU 7617,BZU4U,Fishing,n.a.,n.a.
9896397,412440742,FU YUAN YU 7618,BZU5U,Fishing,n.a.,n.a.
9896402,412440743,FU YUAN YU 7619,BZU6U,Fishing,n.a.,n.a.
9914577,412440769,FU YUAN YU 7620,BZW9S,Fishing,n.a.,n.a.
9914589,412440771,FU YUAN YU 7621,BZW1T,Fishing,72,11
9914591,412440772,FU YUAN YU 7622,BZW2T,Fishing,n.a.,n.a.
9914606,412440773,FU YUAN YU 7624,BZW4T,Fishing,n.a.,n.a.
9914723,412440774,FU YUAN YU 7625,BZW5T,Fishing,72,11
9914735,412440775,FU YUAN YU 7626,BZW6T,Fishing,72,11
9914747,412440776,FU YUAN YU 7627,BZW7T,Fishing,72,11
9914759,412440777,FU YUAN YU 7628,BZW8T,Fishing,n.a.,n.a.
9914761,412440778,FU YUAN YU 7629,BZW9T,Fishing,72,11
9914785,412440779,FU YUAN YU 7630,BZW8S,Fishing,72,11
8685325,412440149,FU YUAN YU 7631,BZ3UX,Cargo,53,8
8685337,412440151,FU YUAN YU 7632,BZ4UX,Fishing,53,8
8685349,412440152,FU YUAN YU 7633,BZ5UX,Fishing,53,8
8685351,412440153,FU YUAN YU 7634,BZ6UX,Fishing,53,8
8685363,412440154,FU YUAN YU 7635,BZ7UX,Fishing,n.a.,n.a.
8685375,412440155,FU YUAN YU 7636,BZ8UX,Cargo,53,8
8685387,412440156,FU YUAN YU 7637,BZ9UX,Fishing,53,8
8685399,412440157,FU YUAN YU 7638,BZ1UY,Fishing,53,8
9900069,412440762,FU YUAN YU 7669,BZ4UW,Fishing,n.a.,n.a.
9900071,412440763,FU YUAN YU 7670,BZ9UR,Fishing,n.a.,n.a.
9900100,412440764,FU YUAN YU 7671,BZ1US,Fishing,180,22
9975167,412549532,FU YUAN YU 7700,n.a.,Cargo,66,11
8910689,412440557,FU YUAN YU 7775,BVXK7,Fishing,49,8
8838374,412440558,FU YUAN YU 7776,BVXL7,Fishing,n.a.,n.a.
9046320,412440559,FU YUAN YU 7777,BZW6P,Fishing,48,8
9928310,412440814,FU YUAN YU 7852,BZW4V,Fishing,44,8
9928308,412440815,FU YUAN YU 7853,BZW5V,Fishing,44,8
9940265,412440839,FU YUAN YU 7855,BZW4P,Fishing,n.a.,n.a.
9940277,412440841,FU YUAN YU 7856,BZW5P,Fishing,45,8
9940289,412440842,FU YUAN YU 7857,BZW6P,Fishing,45,8
9921037,412440796,FU YUAN YU 7858,BZW7P,Fishing,n.a.,n.a.
9921049,412440797,FU YUAN YU 7859,BZW8P,Fishing,n.a.,n.a.
9828663,412440551,FU YUAN YU 7861,BVYX7,Fishing,n.a.,n.a.
9828675,412440552,FU YUAN YU 7862,BVYY7,Fishing,n.a.,n.a.
9828699,412440553,FU YUAN YU 7863,BVZB7,Fishing,n.a.,n.a.
9828687,412440554,FU YUAN YU 7864,BVZC7,Fishing,n.a.,n.a.
9828704,412440548,FU YUAN YU 7865,BVYS7,Fishing,n.a.,n.a.
9828716,412440549,FU YUAN YU 7866,BVYT7,Fishing,n.a.,n.a.
9872585,412440657,FU YUAN YU 7868,BZUZ8,Fishing,n.a.,n.a.
9872602,412440658,FU YUAN YU 7869,BZUZ9,Fishing,n.a.,n.a.
9874131,412440659,FU YUAN YU 7870,BZUZ,Fishing,n.a.,n.a.
9874155,412440661,FU YUAN YU 7871,BZUY9,Fishing,n.a.,n.a.
9874064,412440662,FU YUAN YU 7872,BZUZ2,Fishing,n.a.,n.a.
9874167,412440663,FU YUAN YU 7873,BZUZ3,Fishing,n.a.,n.a.
9879715,412440664,FU YUAN YU 7874,BZUL4,Fishing,66,11
9879727,412440665,FU YUAN YU 7875,BZUL5,Fishing,66,11
8784420,412440452,FU YUAN YU 7880,BVSK7,Fishing,73,11
8784418,412440453,FU YUAN YU 7881,BVSL7,Fishing,74,13
9828754,412440555,FU YUAN YU 7882,BVYZ7,Fishing,73,11
9828766,412440556,FU YUAN YU 7883,BVZA7,Fishing,73,11
9842279,412440604,FU YUAN YU 7884,BZUA2,Fishing,n.a.,n.a.
9842281,412440605,FU YUAN YU 7885,BZUA3,Fishing,n.a.,n.a.
9842293,412440606,FU YUAN YU 7886,BZUA4,Fishing,82,11
9842308,412445885,FU YUAN YU 7887,BZUA5,Fishing,n.a.,n.a.
9872561,412440691,FU YUAN YU 7888,BZUW,Fishing,74,11
9872573,412440692,FU YUAN YU 7889,BZUW2,Fishing,74,11
9878761,412440668,FU YUAN YU 7890,BZUY,Fishing,66,11
9878773,412440669,FU YUAN YU 7891,BZUU,Fishing,66,11
9879686,412440671,FU YUAN YU 7892,BZUU7,Fishing,66,11
9878785,412440672,FU YUAN YU 7893,BZUX3,Fishing,66,11
9871232,412440673,FU YUAN YU 7894,BZUX4,Fishing,n.a.,n.a.
9871244,412440674,FU YUAN YU 7895,BZUX5,Fishing,n.a.,n.a.
9872224,412440675,FU YUAN YU 7896,BZUX6,Fishing,n.a.,n.a.
9872262,412440676,FU YUAN YU 7897,BZUX7,Fishing,n.a.,n.a.
9872274,412440677,FU YUAN YU 7898,BZUX8,Fishing,n.a.,n.a.
9872286,412440678,FU YUAN YU 7899,BZUX9,Fishing,n.a.,n.a.
9888273,412440693,FU YUAN YU 7900,BZUW3,Fishing,45,9
9888285,412440694,FU YUAN YU 7901,BZUW4,Fishing,44,9
9888297,412440695,FU YUAN YU 7902,BZUW5,Fishing,45,9
9838010,412440582,FU YUAN YU 7967,n.a.,Fishing,n.a.,n.a.
9838022,412440578,FU YUAN YU 7968,n.a.,Fishing,n.a.,n.a.
9838034,412440579,FU YUAN YU 7969,n.a.,Fishing,n.a.,n.a.
9838046,412440581,FU YUAN YU 7970,BZW1O,Fishing,n.a.,n.a.
9838096,412440583,FU YUAN YU 7971,n.a.,Fishing,n.a.,n.a.
8786650,412440516,FU YUAN YU 817,BVMV5,Fishing,n.a.,n.a.
8786662,412440517,FU YUAN YU 818,BVMW5,Fishing,n.a.,n.a.
9929156,412440832,FU YUAN YU 8290,BZW4Z,Fishing,58,11
9929168,412440833,FU YUAN YU 8291,BZW1X,Fishing,58,11
9912957,412440782,FU YUAN YU 8501,BZW4U,Fishing,2,2
9912971,412440783,FU YUAN YU 8502,BZW5U,Fishing,72,11
9912983,412440784,FU YUAN YU 8503,BZW6U,Fishing,71,11
9912995,412440785,FU YUAN YU 8505,BZW7U,Fishing,2,2
9913004,412440786,FU YUAN YU 8506,BZW8U,Fishing,72,12
9913016,412440787,FU YUAN YU 8507,BZW9U,Fishing,72,12
9921312,412440816,FU YUAN YU 8508,BZW1W,Fishing,71,13
9921324,412440817,FU YUAN YU 8509,BZW2W,Fishing,72,12
9921336,412440818,FU YUAN YU 8511,BZW3W,Fishing,71,12
9921348,412440819,FU YUAN YU 8512,BZW4W,Fishing,71,12
9934864,412440821,FU YUAN YU 8513,BZ2UV,Fishing,70,12
9934876,412440822,FU YUAN YU 8515,BZ6UV,Fishing,70,12
9944211,412549407,FU YUAN YU 8555,BZ4UO,Fishing,60,13
9944156,412549408,FU YUAN YU 8556,BZ4UN,Fishing,60,13
9943164,412549399,FU YUAN YU 8557,BZU4C,Fishing,n.a.,n.a.
9943176,412549401,FU YUAN YU 8558,BZU9C,Fishing,60,13
9944091,412549402,FU YUAN YU 8559,BZ1UE,Fishing,60,13
9943542,412549403,FU YUAN YU 8560,BZU7B,Fishing,60,13
9920186,412440798,FU YUAN YU 8585,BZ1UU,Fishing,72,12
9920198,412440799,FU YUAN YU 8586,BZ2UU,Fishing,72,12
9919979,412440801,FU YUAN YU 8587,BZ3UU,Fishing,72,12
9919981,412440802,FU YUAN YU 8588,BZ4UU,Fishing,72,12
9920203,412440803,FU YUAN YU 8589,BZ5UU,Fishing,72,12
9920215,412440804,FU YUAN YU 8590,BZ6UU,Fishing,72,12
9920227,412440805,FU YUAN YU 8591,BZ7UU,Fishing,72,12
9920239,412440806,FU YUAN YU 8592,BZ8UU,Fishing,72,12
8786404,412440432,FU YUAN YU 8601,n.a.,Cargo,57,11
8786416,412440433,FU YUAN YU 8602,BZUL2,Cargo,57,11
8786428,412440434,FU YUAN YU 8603,BZUL3,Cargo,57,11
8786533,412440435,FU YUAN YU 8605,BZUL4,Cargo,57,11
8786442,412440436,FU YUAN YU 8606,BZUL5,Cargo,57,11
8786454,412440437,FU YUAN YU 8607,BZUL6,Cargo,57,11
9975064,412440184,FU YUAN YU 8621,BZ1UA,Cargo,66,11
9975076,412440185,FU YUAN YU 8622,BZ2UA,Fishing,66,11
9975088,412440186,FU YUAN YU 8623,BZ3UA,Fishing,66,11
9975117,412440187,FU YUAN YU 8624,BZ4UA,Fishing,66,11
9974993,412440188,FU YUAN YU 8625,BZ5UA,Fishing,2,2
9975026,412440189,FU YUAN YU 8626,BZ6UA,Fishing,57,10
9975038,412440191,FU YUAN YU 8627,BZ7UA,Fishing,n.a.,n.a.
9975052,412440192,FU YUAN YU 8628,BZ8UA,Fishing,57,10
9975129,412440193,FU YUAN YU 8629,n.a.,Cargo,66,11
9975131,412440194,FU YUAN YU 8630,BZ1UB,Cargo,66,11
9934503,412549363,FU YUAN YU 8635,BZ1VR,Fishing,n.a.,n.a.
9933717,412549364,FU YUAN YU 8636,BZ2VR,Fishing,n.a.,n.a.
9933729,412549365,FU YUAN YU 8637,BZ3VX,Fishing,n.a.,n.a.
9933731,412549366,FU YUAN YU 8638,BZW6V,Fishing,68,9
9934515,412549367,FU YUAN YU 8639,BZ5VH,Fishing,n.a.,n.a.
9934527,412549368,FU YUAN YU 8640,BZ6VH,Fishing,n.a.,n.a.
9934539,412549369,FU YUAN YU 8641,BZ7VX,Fishing,n.a.,n.a.
9934541,412549371,FU YUAN YU 8642,BZ8VX,Fishing,n.a.,n.a.
9934553,412549372,FU YUAN YU 8643,BZ1VT,Fishing,n.a.,n.a.
9934565,412549373,FU YUAN YU 8644,BZ3VZ,Fishing,n.a.,n.a.
9934577,412549374,FU YUAN YU 8645,BZW7V,Fishing,n.a.,n.a.
9934589,412549375,FU YUAN YU 8646,BZ2VZ,Fishing,68,10
9940497,412549386,FU YUAN YU 8647,BZ7VH,Fishing,67,11
9940538,412549387,FU YUAN YU 8648,n.a.,Fishing,67,11
9940540,412549388,FU YUAN YU 8649,n.a.,Fishing,67,11
9940552,412549389,FU YUAN YU 8650,BZ9VO,Fishing,67,11
9940576,412549391,FU YUAN YU 8651,BZ1VQ,Fishing,n.a.,n.a.
9940590,412549392,FU YUAN YU 8652,BZ2VQ,Fishing,66,12
9940617,412549393,FU YUAN YU 8653,BZ3VQ,Fishing,67,11
9940629,412549394,FU YUAN YU 8654,BZ4VQ,Fishing,66,12
9870111,412440696,FU YUAN YU 8660,BZUW6,Fishing,n.a.,n.a.
9870587,412440697,FU YUAN YU 8661,BZUW7,Fishing,n.a.,n.a.
9870599,412440698,FU YUAN YU 8662,BZUW8,Fishing,n.a.,n.a.
9869291,412440679,FU YUAN YU 8672,BZUY2,Fishing,n.a.,n.a.
9869473,412440681,FU YUAN YU 8673,BZUY3,Fishing,n.a.,n.a.
9869485,412440682,FU YUAN YU 8674,BZUY4,Fishing,n.a.,n.a.
9869497,412440683,FU YUAN YU 8675,BZUY5,Fishing,n.a.,n.a.
9870123,412440684,FU YUAN YU 8676,BZUY6,Fishing,n.a.,n.a.
9870238,412440685,FU YUAN YU 8677,BZUY7,Fishing,n.a.,n.a.
9870240,412440686,FU YUAN YU 8678,BZVL8,Fishing,n.a.,n.a.
9892365,412440744,FU YUAN YU 8679,BZU7U,Fishing,n.a.,n.a.
9892377,412440745,FU YUAN YU 8680,BZU8U,Fishing,n.a.,n.a.
9893137,412440746,FU YUAN YU 8681,BZU9U,Fishing,n.a.,n.a.
9893149,412440747,FU YUAN YU 8682,BZU1V,Fishing,n.a.,n.a.
9894387,412440748,FU YUAN YU 8683,BZU2V,Fishing,n.a.,n.a.
9894492,412440749,FU YUAN YU 8684,BZU3V,Fishing,n.a.,n.a.
9894507,412440751,FU YUAN YU 8685,BZU4V,Fishing,n.a.,n.a.
9894399,412440752,FU YUAN YU 8686,BZU5V,Fishing,n.a.,n.a.
9894519,412440753,FU YUAN YU 8687,BZU6V,Fishing,n.a.,n.a.
9899052,412440755,FU YUAN YU 8688,BZU1W,Fishing,n.a.,n.a.
9899064,412440756,FU YUAN YU 8689,BZU2W,Fishing,n.a.,n.a.
9899076,412440757,FU YUAN YU 8690,BZU3W,Fishing,n.a.,n.a.
9899088,412440758,FU YUAN YU 8691,BZU4W,Fishing,n.a.,n.a.
9899105,412440759,FU YUAN YU 8692,BZU5W,Fishing,n.a.,n.a.
9899117,412440761,FU YUAN YU 8693,BZU6W,Fishing,n.a.,n.a.
9916692,412440792,FU YUAN YU 8695,BZ5UR,Fishing,n.a.,n.a.
9916654,412440793,FU YUAN YU 8696,BZ1UH,Fishing,n.a.,n.a.
9916707,412440794,FU YUAN YU 8697,BZ5UQ,Fishing,n.a.,n.a.
9916721,412440795,FU YUAN YU 8698,BZ6UQ,Fishing,n.a.,n.a.
9930545,412549355,FU YUAN YU 8729,BZW7N,Fishing,71,12
9930583,412549356,FU YUAN YU 8730,BZW8N,Fishing,71,12
9930557,412549357,FU YUAN YU 8731,BZW9N,Fishing,74,12
9930571,412549358,FU YUAN YU 8732,BZW1O,Fishing,74,12
9930569,412549359,FU YUAN YU 8733,BZW2O,Fishing,71,12
9913078,412440788,FU YUAN YU 8766,BZW1U,Fishing,n.a.,n.a.
9893280,412440724,FU YUAN YU 8767,BZUR7,Fishing,n.a.,n.a.
9893010,412440725,FU YUAN YU 8768,BZUR8,Fishing,n.a.,n.a.
9893292,412440726,FU YUAN YU 8769,BZUR9,Fishing,n.a.,n.a.
9913080,412440789,FU YUAN YU 8770,BZW2U,Fishing,72,12
9913092,412440791,FU YUAN YU 8771,BZW3U,Fishing,72,12
8786375,412440378,FU YUAN YU 8896,BZUK5,Cargo,66,10
8786363,412440379,FU YUAN YU 8897,BZUK6,Cargo,65,10
8786387,412440381,FU YUAN YU 8898,n.a.,Fishing,57,10
8786399,412440382,FU YUAN YU 8899,n.a.,Cargo,57,10
8685985,413691210,FU YUAN YU 991,BZ1UQ,Fishing,n.a.,n.a.
8686032,413691220,FU YUAN YU 992,BZ2UQ,Fishing,n.a.,n.a.
8686006,413693270,FU YUAN YU 995,BZ3UQ,Fishing,n.a.,n.a.
8686044,413693280,FU YUAN YU 996,BZ4UQ,Fishing,n.a.,n.a.
9096404,412670280,FU YUAN YU F001,BVMC2,Cargo,55,9
8687658,412688510,FU YUAN YU F56,BVMC7,Cargo,n.a.,n.a.
8798419,412694950,FU YUAN YU F86,BZ1UR,Cargo,n.a.,n.a.
8792178,412676880,FU YUAN YU F98,n.a.,Fishing,n.a.,n.a.
9809318,412440611,FU YUAN YU LENG 009,BZVA5,Other Type,101,16
8779451,412549405,FU YUAN YU LENG 222,BZ9VT,Cargo,n.a.,n.a.
8791734,412440239,FU YUAN YU LENG 36,BZU4P,Fishing,n.a.,n.a.
8790596,412440493,FU YUAN YU LENG 999,BZW1Q,Cargo,n.a.,n.a.
8792166,413692650,FU YUAN YU YUN 088,BZ9UQ,Cargo,77,12
9926764,412440838,FU YUAN YU YUN 266,BZU9Z,Cargo,123,18
9887516,412440754,FU YUAN YU YUN 699,n.a.,Cargo,101,15
9920942,412440835,FU YUAN YU YUN 877,BZW7Y,Fishing,117,14
9920930,412440836,FU YUAN YU YUN 878,BZW8Y,Fishing,n.a.,n.a.
9920954,412440834,FU YUAN YU YUN 991,BZ2US,Cargo,118,19
9910909,412440781,FU YUAN YU YUN 992,BZW3T,Cargo,143,20
9897066,412440723,FU YUAN YU YUN 993,BZUB,Fishing,97,17
9887152,412440687,FU YUAN YU YUN 995,BZUV9,Fishing,118,17
9887853,412440688,FU YUAN YU YUN 997,BZUW9,Cargo,118,17
9857602,413620730,FU ZHEN,n.a.,Tanker,n.a.,n.a.
9776028,413284880,FUNING 03,BOQV5,Tug,65,16
8888654,413324570,G LUCKY,BTTC,Cargo,96,16
9622485,413302870,GANG HAI TING 7,n.a.,Tug,n.a.,n.a.
9927407,413278940,GANG HANG PING 7,BOPL8,Other Type,80,37
9834571,413306040,GANG HANG PING 9,BTXT,Dredger,118,42
8793043,413333145,GANG JUN 3501,BHOI,Dredger,92,16
9687928,413363180,GANG JUN 6,BHO12,Dredger,135,27
9816191,413459370,GANG LONG FA ZHAN,BPDP4,Tanker,180,27
9857779,413705550,GANG NING,BQOY,Tanker,116,19
9935404,413266610,GANG SHUN,BONT3,Tanker,n.a.,n.a.
9057484,413520968,GANG TAI TAI ZHOU,BIBO7,Cargo,241,33
9905502,413221810,GAO LAN 001,n.a.,Cargo,n.a.,n.a.
9907158,413227830,GAO LAN 002,BOEV9,Cargo,n.a.,n.a.
9886342,413209890,GAO LAN 201,n.a.,Cargo,158,23
9912713,413232350,GAO LAN 306,n.a.,Cargo,n.a.,n.a.
9913975,413240950,GAO LAN 309,n.a.,Cargo,n.a.,n.a.
9935612,413348620,GAO LAN 601,n.a.,Cargo,n.a.,n.a.
9935624,413348610,GAO LAN 602,n.a.,Cargo,n.a.,n.a.
9621728,413470010,GAO XIN 15,BYGG,Cargo,112,17
9977062,413538920,GAO XIN TONG DA,BPHQ2,Cargo,n.a.,n.a.
9576313,413458950,GAO XIN ZHI ZHOU,BLBL7,Cargo,159,24
9978535,413293440,GAO YUAN 7,n.a.,Cargo,n.a.,n.a.
9328211,413295460,GE RUN TUO 1,BOTA8,Tug,56,13
9300245,413291460,GE RUN TUO 2,BOSI4,Tug,60,16
9538347,413890000,GONG YIN 1,BFAO9,Cargo,190,32
9755397,413335750,GOU HAI MIN LE,BOXB4,Other Type,83,18
8812679,413690320,GUAN HAI 208,BVBL7,Cargo,224,32
9215737,414268000,GUAN LAN HU,BLFN7,Cargo,224,32
9599602,414637000,GUAN YUAN HONG XING,BOZY5,Cargo,229,38
9926790,413277690,GUAN YUAN YI HANG,BOPD7,Other Type,110,42
9742986,414308000,GUANG AN CHENG,BOGX,Cargo,180,31
9965033,414796000,GUANG BO,BPEP2,Cargo,229,32
9586837,414513000,GUANG FA 29,BOQE2,Cargo,190,32
9683556,413378080,GUANG HUI 316,BXTB,Tanker,90,15
9683568,413477910,GUANG HUI 318,BXTF,Tanker,90,15
9559810,412472710,GUANG JUN YI HAO,BSOY,Tug,58,13
9688972,414196000,GUANG MAO,BRWT,Cargo,225,32
9230373,412555000,GUANG MING FENG,BRUN,Law Enforce,225,32
9903229,413223590,GUANG MING SHAN,BODQ3,Cargo,n.a.,n.a.
9786035,414305000,GUANG XIN,BRWM,Cargo,225,32
9536636,412476990,GUANG XIN TUO 01,BRYR,Tug,34,10
9295062,413202000,GUANG XING ZHOU,BUQU,Tanker,228,32
9875745,412483615,GUANG YUAN YU 336,BZXF8,Fishing,n.a.,n.a.
9742352,412460084,GUANG YUAN YU 338,BZWY47,Fishing,n.a.,n.a.
9742364,412460083,GUANG YUAN YU 339,BZWY48,Fishing,n.a.,n.a.
9802578,413526060,GUANG ZHOU WAN,BOST,Tanker,146,23
9493468,412473010,GUANGZHOU FA ZHAN 1,BYCV,Cargo,199,32
9587532,412742000,GUANGZHOU FA ZHAN 3,BYFB,Cargo,189,32
9611656,414732000,GUI CHI,BPGF,Tanker,184,32
9084578,412500030,GUI GUAN,BMDF,Cargo,74,13
8863472,412500090,GUI HAI 101,BMCW,Cargo,64,11
8828496,412500140,GUI HANG BO 10082,BMCS,Cargo,64,10
8734891,413501710,GUI XING 101,BMSQ,Cargo,134,20
8656192,413501950,GUI YUAN YU 60001,BZWZ32,Fishing,26,6
8656257,412500156,GUI YUAN YU 60002,BZWZ33,Fishing,32,6
8656269,412500157,GUI YUAN YU 60003,BZWZ34,Fishing,32,6
8656207,412500244,GUI YUAN YU 60005,BZWZ35,Fishing,33,6
8656219,412500245,GUI YUAN YU 60006,BZWZ36,Fishing,33,6
9073983,413730000,GUO DIAN 10,BFBV,Cargo,184,32
9636589,414137000,GUO DIAN 11,BFAU3,Cargo,225,32
9145968,413778000,GUO DIAN 12,BFGE,Cargo,185,30
9636591,414157000,GUO DIAN 15,BFAX3,Cargo,225,32
9162954,413779000,GUO DIAN 16,BFGF,Cargo,185,30
9636606,414163000,GUO DIAN 17,BFAY7,Cargo,225,32
9172545,413819000,GUO DIAN 18,BFGP,Cargo,224,32
9636618,414164000,GUO DIAN 19,BFAX5,Cargo,225,32
9087752,413856000,GUO DIAN 20,BFGY,Cargo,224,32
9703849,414130000,GUO DIAN 21,BOVW6,Cargo,199,32
9086954,414014000,GUO DIAN 22,BFAS4,Cargo,224,32
9703851,414132000,GUO DIAN 23,BFAU6,Cargo,199,32
9703863,414133000,GUO DIAN 25,BFAU7,Cargo,199,32
9156644,413303020,GUO DIAN 26,BDFR,Cargo,178,27
9110614,413303160,GUO DIAN 28,BFOB,Cargo,189,30
9185059,413303190,GUO DIAN 32,BFMN,Cargo,187,32
9257072,414282000,GUO DIAN 36,BICL3,Cargo,191,32
9221762,414321000,Guo Dian 38,BQIU,Cargo,225,32
9061875,413625000,GUO DIAN 6,BFEO,Cargo,224,32
